아파트,거래금액,년,월,일,법정동,지역코드,전용면적,층
서창베라체아파트(11단지),40300,2026,03,28,서창동,00000,84.99,10
구월유승한내들퍼스티지,56300,2026,03,28,구월동,00000,84.3455,5
신영구월지웰시티푸르지오,64000,2026,03,28,구월동,00000,84.9348,43
경남4차,24800,2026,03,28,산곡동,00000,59.715,7
경남2차,43300,2026,03,28,산곡동,00000,125.71,10
부평캐슬&더샵퍼스트,57500,2026,03,28,산곡동,00000,59.9295,5
논현센트럴뷰,41700,2026,03,28,논현동,00000,59.58,3
냇마을신영지웰(9단지),54500,2026,03,28,논현동,00000,131.8954,24
에코메트로6,49800,2026,03,28,논현동,00000,84.992,11
논현센트럴뷰,41700,2026,03,28,논현동,00000,59.84,10
주공13단지(푸르내마을),25000,2026,03,28,논현동,00000,51.86,10
우성1차2차(294-35),21700,2026,03,28,산곡동,00000,54.52,9
금호이수마운트밸리,57200,2026,03,28,산곡동,00000,84.9588,8
"태화아파트101동,102동,103동,105동",23500,2026,03,28,간석동,00000,59.93,23
TK리즈빌,16000,2026,03,28,간석동,00000,42.2,13
어울림마을,43500,2026,03,28,간석동,00000,84.96,4
어울림마을,49500,2026,03,28,간석동,00000,100.86,18
인천시청역힐스테이트,54500,2026,03,28,간석동,00000,59.97,19
논현힐스테이트,63500,2026,03,28,논현동,00000,115.3907,26
이편한세상서창,51500,2026,03,28,서창동,00000,84.92,15
e편한세상부평그랑힐스,51800,2026,03,28,청천동,00000,59.8924,9
e편한세상부평그랑힐스,65500,2026,03,28,청천동,00000,84.5725,25
무지개,16500,2026,03,28,청천동,00000,59.92,7
송도파크레인동일하이빌,44500,2026,03,28,동춘동,00000,74.2443,2
송현주공솔빛마을(154),24000,2026,03,28,송현동,00000,59.84,11
솔빛마을주공2차,20500,2026,03,28,송현동,00000,49.34,6
주안파크자이더플래티넘,44000,2026,03,28,주안동,00000,59.9583,25
관교한신휴플러스,45500,2026,03,28,주안동,00000,115.0221,7
힐스테이트푸르지오주안,47300,2026,03,28,주안동,00000,59.72,6
신흥아이파크,21000,2026,03,28,신흥동3가,00000,59.904,20
영종국제도시한신더휴스카이파크,29500,2026,03,28,중산동,00000,59.9026,10
인천영종한양수자인,30500,2026,03,28,중산동,00000,59.2156,25
하늘도시우미린1단지,26900,2026,03,28,중산동,00000,59.96,11
현광(32-1),18000,2026,03,28,주안동,00000,59.985,15
하늘도시우미린1단지,27700,2026,03,28,중산동,00000,59.94,5
쌍용,38100,2026,03,28,관교동,00000,84.95,11
성지,36900,2026,03,28,관교동,00000,84.945,4
아주,27000,2026,03,28,선학동,00000,84.06,12
윤성,25000,2026,03,28,선학동,00000,84.93,1
삼성,21500,2026,03,28,신생동,00000,59.055,12
신동아3,27000,2026,03,28,학익동,00000,84.91,12
힐스테이트학익,57800,2026,03,28,학익동,00000,73.9832,30
신동아4,16800,2026,03,28,학익동,00000,43.82,7
시티오씨엘1단지,57000,2026,03,28,학익동,00000,59.965,27
도화역금강펜테리움센트럴파크,34500,2026,03,28,도화동,00000,59.5,2
동아풍림,30900,2026,03,28,학익동,00000,84.36,8
원흥아파트,19750,2026,03,28,학익동,00000,59.77,8
솔밭마을아파트,21500,2026,03,28,연수동,00000,49.56,13
문남마을,22500,2026,03,28,연수동,00000,49.24,3
"승기마을,연수1차시영",11000,2026,03,28,연수동,00000,26.82,14
솔밭마을아파트,17500,2026,03,28,연수동,00000,49.56,15
만석비치타운 주공아파트,17500,2026,03,28,만석동,00000,59.63,12
인천 SK Sky VIEW,58500,2026,03,28,용현동,00000,84.9974,13
서해,21400,2026,03,28,용현동,00000,84.92,4
주안태화2차,16700,2026,03,28,주안동,00000,58.32,7
송도파크레인동일하이빌,49000,2026,03,28,동춘동,00000,84.9948,13
송림휴먼시아1단지,22200,2026,03,28,송림동,00000,59.75,4
검단 금호어울림 센트럴,67500,2026,03,28,원당동,00000,74.84,4
드림파크어울림1단지,34000,2026,03,28,왕길동,00000,84.9025,12
호반써밋1차,68900,2026,03,28,원당동,00000,84.8981,5
검단신도시파라곤보타닉파크,59000,2026,03,28,원당동,00000,84.9947,23
호반써밋1차,69500,2026,03,28,원당동,00000,84.8917,5
검단신도시모아엘가그랑데,55000,2026,03,28,원당동,00000,59.6074,20
검단신도시파라곤보타닉파크,58000,2026,03,28,원당동,00000,84.9947,5
호반써밋1차,67000,2026,03,28,원당동,00000,72.5409,10
검단신도시푸르지오더베뉴,72000,2026,03,28,원당동,00000,84.92,5
검단신도시푸르지오더베뉴,83000,2026,03,28,원당동,00000,105.52,10
검단대광로제비앙센트럴포레,37000,2026,03,28,불로동,00000,61.8494,22
청라롯데캐슬,79000,2026,03,28,청라동,00000,125.6244,20
호반베르디움앤영무예다음,42000,2026,03,28,청라동,00000,59.936,4
호반써밋1차,66900,2026,03,28,원당동,00000,72.2112,20
청라센트럴에일린의뜰,85400,2026,03,28,청라동,00000,95.2717,36
청라센트럴에일린의뜰,73400,2026,03,28,청라동,00000,84.9704,5
검단힐스테이트3차1단지,41300,2026,03,28,오류동,00000,135.6362,9
청라호수공원한신더휴,83200,2026,03,27,청라동,00000,84.9878,14
청라29블럭호반베르디움,63000,2026,03,27,청라동,00000,84.9289,8
청라롯데캐슬,83500,2026,03,27,청라동,00000,141.1803,5
청라우미린,56500,2026,03,27,청라동,00000,84.9507,2
청라한화꿈에그린,103000,2026,03,27,청라동,00000,125.6483,23
우미린더헤리티지,57000,2026,03,27,원당동,00000,59.8229,20
검단신도시모아엘가그랑데,57800,2026,03,27,원당동,00000,59.5224,10
오류풍림아이원,26500,2026,03,27,오류동,00000,84.6,5
e편한세상송도,56000,2026,03,27,송도동,00000,70.5618,16
송도에듀포레푸르지오,66000,2026,03,27,송도동,00000,72.217,22
송도아메리칸타운아이파크,60000,2026,03,27,송도동,00000,84.4661,29
십정뜨란채1단지,28900,2026,03,27,십정동,00000,59.93,9
구월힐스테이트1단지,45000,2026,03,27,구월동,00000,83.9829,10
더샵엑스포10단지,85200,2026,03,27,송도동,00000,116.3387,13
어울림마을,37750,2026,03,27,간석동,00000,59.87,19
해피트리,18500,2026,03,27,십정동,00000,49.07,10
구월아시아드선수촌1단지,31800,2026,03,27,구월동,00000,51.95,3
구월아시아드선수촌2단지,39500,2026,03,27,구월동,00000,59.57,21
롯데캐슬골드,62000,2026,03,27,구월동,00000,115.6671,10
간석래미안자이,60000,2026,03,27,간석동,00000,119.52,11
부평LH2단지,39300,2026,03,27,부평동,00000,59.96,7
부평SKVIEW해모로,57300,2026,03,27,부평동,00000,59.975,6
래미안부평,58800,2026,03,27,부평동,00000,84.963,5
동아(1차),52500,2026,03,27,부평동,00000,76.74,8
논현푸르지오 더퍼스트,40000,2026,03,27,논현동,00000,61.8677,20
논현 파크 포레,38000,2026,03,27,논현동,00000,84.88,5
부평신일해피트리더루츠,70800,2026,03,27,산곡동,00000,84.903,20
부평캐슬&더샵퍼스트,58800,2026,03,27,산곡동,00000,59.9295,19
송도더샵퍼스트파크F14BL,85000,2026,03,27,송도동,00000,59.89,12
구월아시아드선수촌1단지,29700,2026,03,27,구월동,00000,51.95,4
쌍용더플래티넘부평,52300,2026,03,27,산곡동,00000,72.69,12
부평신일해피트리더루츠,59800,2026,03,27,산곡동,00000,74.957,1
삼용,13000,2026,03,27,만수동,00000,45.96,1
만수주공5단지,16000,2026,03,27,만수동,00000,41.3,13
대동(5-397),9000,2026,03,27,만수동,00000,59.83,1
서창센트럴푸르지오,47900,2026,03,27,서창동,00000,74.98,7
태산,14200,2026,03,27,계산동,00000,45.3,3
한성,14000,2026,03,27,방축동,00000,48.04,5
한화꿈에그린,42800,2026,03,27,박촌동,00000,84.97,9
두산,46250,2026,03,27,갈산동,00000,101.82,9
뉴서울2,10900,2026,03,27,효성동,00000,34.74,2
유호,19100,2026,03,27,임학동,00000,57.48,2
동남(55-1),19000,2026,03,27,계산동,00000,63.99,3
당하풍림아이원1차,33000,2026,03,27,당하동,00000,84.8441,17
당하푸르지오,40900,2026,03,27,당하동,00000,84.943,7
파라곤센트럴파크,62500,2026,03,27,당하동,00000,84.9595,2
마전2차풍림아이원,20500,2026,03,27,마전동,00000,84.3173,7
검단1차대주피오레,33200,2026,03,27,마전동,00000,84.9734,6
목화,12300,2026,03,27,마전동,00000,43.995,3
영진,19500,2026,03,27,마전동,00000,84.87,8
검단1차대주피오레,33000,2026,03,27,마전동,00000,84.9734,14
신성미소지움3단지,68700,2026,03,27,삼산동,00000,101.15,12
광명12차,12800,2026,03,27,삼산동,00000,47.26,2
삼산주공미래타운4차,31100,2026,03,27,삼산동,00000,59.39,11
삼산주공미래타운3차,26000,2026,03,27,삼산동,00000,59.39,4
태산,14800,2026,03,27,삼산동,00000,64.86,4
진흥2,12770,2026,03,27,가정동,00000,45.04,1
엘에이치웨스턴블루힐,51250,2026,03,27,가정동,00000,84.99,13
부개주공3,27000,2026,03,27,부개동,00000,59.98,10
성일,26500,2026,03,27,부개동,00000,58.98,11
욱일,30000,2026,03,27,부개동,00000,51.01,6
부평코오롱하늘채,52700,2026,03,27,부개동,00000,59.853,30
도두리마을대동,28700,2026,03,27,작전동,00000,59.84,7
까치마을태화,14200,2026,03,27,작전동,00000,37.38,3
한신휴플러스,33000,2026,03,27,가좌동,00000,59.99,2
진주2,29000,2026,03,27,가좌동,00000,116.6,2
삼영,12750,2026,03,27,가좌동,00000,61.77,1
학마을한진,22800,2026,03,27,병방동,00000,49.77,8
용현엘크루윈드포레,41000,2026,03,27,용현동,00000,74.9,11
인천영종동보노빌리티,30000,2026,03,27,중산동,00000,84.612,4
영종자이,40000,2026,03,27,운남동,00000,127.7293,15
하늘도시우미린2단지,37000,2026,03,27,중산동,00000,84.7989,24
아주,28300,2026,03,27,선학동,00000,84.06,15
송현주공솔빛마을(154),22500,2026,03,27,송현동,00000,59.81,21
한양1,41000,2026,03,27,동춘동,00000,88.86,13
무지개마을,31500,2026,03,27,동춘동,00000,59.76,2
태평2,24500,2026,03,27,동춘동,00000,59.885,10
"연수타운(금호,동아)",43673,2026,03,27,동춘동,00000,101.97,2
주안파크자이더플래티넘,41900,2026,03,27,주안동,00000,59.96,4
현대3,24500,2026,03,27,옥련동,00000,59.985,5
동아(관교동아),40500,2026,03,27,관교동,00000,131.54,15
라이프비취2차,11500,2026,03,27,항동7가,00000,71.17,11
태평,38000,2026,03,27,옥련동,00000,115.275,8
풍림아이원2단지1차,20000,2026,03,27,운서동,00000,59.9919,1
보미리즌빌,24500,2026,03,27,주안동,00000,84.98,8
월드스테이트(112~123),35200,2026,03,27,주안동,00000,59.996,17
풍림아이원,32600,2026,03,27,송림동,00000,84.936,5
주은캐슬(69-25),12700,2026,03,27,주안동,00000,48.21,9
영종센트럴푸르지오자이,36500,2026,03,27,운남동,00000,64.643,3
운서SKVIEWskycityⅡ,38500,2026,03,27,운남동,00000,78.7739,1
주은캐슬(69-25),7205,2026,03,26,주안동,00000,49.74,5
삼환2(삼환관교2단지),39300,2026,03,26,관교동,00000,84.9,11
쌍용,36000,2026,03,26,관교동,00000,84.95,6
삼환2(삼환관교2단지),39500,2026,03,26,관교동,00000,84.9,14
주은캐슬(69-25),7215,2026,03,26,주안동,00000,49.74,7
관교한신휴플러스,26500,2026,03,26,주안동,00000,47.0832,5
라이프비취2차,8400,2026,03,26,항동7가,00000,54.71,2
"태산,대진.정광아파트",26900,2026,03,26,선학동,00000,84.69,3
영종힐스테이트,37000,2026,03,26,중산동,00000,83.294,6
영종하늘도시KCC스위첸,40800,2026,03,26,중산동,00000,84.966,2
하늘도시우미린2단지,42000,2026,03,26,중산동,00000,84.7989,34
태양,8800,2026,03,26,숭의동,00000,57.78,5
"월드스테이트(101~111,124~132)",63000,2026,03,26,주안동,00000,126.919,8
유원용현,20000,2026,03,26,용현동,00000,58.5,6
신창미션힐,31700,2026,03,26,용현동,00000,59.851,17
인천 SK Sky VIEW,58000,2026,03,26,용현동,00000,84.9974,11
인천 SK Sky VIEW,67500,2026,03,26,용현동,00000,109.2162,8
누리타워,13000,2026,03,26,신흥동2가,00000,59.16,25
더샵인천스카이타워1단지,52500,2026,03,26,도화동,00000,84.9353,7
송림휴먼시아1단지,23450,2026,03,26,송림동,00000,59.99,22
주은캐슬(69-25),6580,2026,03,26,주안동,00000,42.67,8
주안역미추홀더리브,40000,2026,03,26,도화동,00000,74.4711,14
TS굿모닝,18800,2026,03,26,도화동,00000,59.6225,10
서해그랑블포레스트,39800,2026,03,26,동춘동,00000,59.8632,9
무지개마을,39500,2026,03,26,동춘동,00000,84.965,5
대림,39000,2026,03,26,동춘동,00000,96.74,1
솔빛마을주공,18200,2026,03,26,송현동,00000,46.92,13
송현주공솔빛마을(154),21300,2026,03,26,송현동,00000,59.81,5
솔빛마을주공,20800,2026,03,26,송현동,00000,59.81,7
인천학익두산위브,50000,2026,03,26,학익동,00000,146.295,14
성신,21500,2026,03,26,내동,00000,81.7,6
"승기마을,연수1차시영",20300,2026,03,26,연수동,00000,50.67,10
베르디움더퍼스트,65000,2026,03,26,송도동,00000,74.5812,21
베르디움더퍼스트,68500,2026,03,26,송도동,00000,63.9487,20
송도더샵하버뷰(D13),160000,2026,03,26,송도동,00000,118.459,22
경남3차,30500,2026,03,26,산곡동,00000,84.87,9
우성1차2차(294-35),15800,2026,03,26,산곡동,00000,41.02,6
주공1단지,24900,2026,03,26,논현동,00000,59.13,13
송도웰카운티1단지,80000,2026,03,26,송도동,00000,119.79,4
더샵그린스퀘어,99000,2026,03,26,송도동,00000,115.7688,39
논현유승한내들,35000,2026,03,26,논현동,00000,56.1574,36
e편한세상부평그랑힐스,52000,2026,03,26,청천동,00000,59.8924,17
힐스테이트송도더스카이,109000,2026,03,26,송도동,00000,84.8787,13
백영,18500,2026,03,26,십정동,00000,60.0,9
더샵퍼스트월드,275000,2026,03,26,송도동,00000,222.776,62
더샵퍼스트월드,105000,2026,03,26,송도동,00000,141.162,9
태평2차,44000,2026,03,26,서창동,00000,162.68,4
한화포레나인천구월,50800,2026,03,26,구월동,00000,59.9871,13
e편한세상송도,66000,2026,03,26,송도동,00000,84.4163,14
송도SKVIEW,73250,2026,03,26,송도동,00000,84.6541,28
구월힐스테이트1단지,51500,2026,03,26,구월동,00000,83.7769,21
e편한세상부평그랑힐스,50600,2026,03,26,청천동,00000,59.8924,25
벽산,31500,2026,03,26,만수동,00000,84.93,19
우성,31000,2026,03,26,간석동,00000,84.97,5
어울림마을,40000,2026,03,26,간석동,00000,84.96,22
간석신동아파밀리에명품,34700,2026,03,26,간석동,00000,84.4571,5
간석래미안자이,49000,2026,03,26,간석동,00000,59.91,20
한국(신),10000,2026,03,26,간석동,00000,48.56,3
논현센트럴뷰,41000,2026,03,26,논현동,00000,59.84,29
현대(124-1),24000,2026,03,26,산곡동,00000,59.4,18
부평캐슬&더샵퍼스트,57800,2026,03,26,산곡동,00000,59.9295,8
스위트홈B(2동),16000,2026,03,26,부평동,00000,43.45,14
현대캐슬,18800,2026,03,26,부평동,00000,69.9,9
부평역화성파크드림,63000,2026,03,26,부평동,00000,84.8184,22
리젠시아,18500,2026,03,26,부평동,00000,43.84,9
e편한세상부평역센트럴파크,56800,2026,03,26,부평동,00000,59.8384,21
송도풍림아이원3단지,56000,2026,03,26,송도동,00000,84.94,11
청라SKVIEW,59600,2026,03,26,청라동,00000,125.4899,7
호반베르디움(116-6),62000,2026,03,26,청라동,00000,84.9589,3
청라자이,68000,2026,03,26,청라동,00000,114.0091,17
호반베르디움,59900,2026,03,26,청라동,00000,84.852,4
청라제일풍경채,66000,2026,03,26,청라동,00000,101.9831,19
검단우방아이유쉘,39000,2026,03,26,금곡동,00000,84.3431,10
호반베르디움앤영무예다음,45000,2026,03,26,청라동,00000,59.936,7
e편한세상부평역어반루체,46000,2026,03,26,부개동,00000,59.993,13
e편한세상부평역어반루체,43300,2026,03,26,부개동,00000,59.9924,8
한화꿈에그린,38500,2026,03,26,박촌동,00000,84.97,3
서인천월드메르디앙,40000,2026,03,26,석남동,00000,84.9783,13
계양산파크트루엘,37000,2026,03,26,계산동,00000,59.99,5
삼천리,14500,2026,03,26,계산동,00000,43.105,5
태평,12100,2026,03,26,계산동,00000,44.81,5
한국,29000,2026,03,26,계산동,00000,82.88,6
검암역로열파크씨티푸르지오1단지,54000,2026,03,26,백석동,00000,74.0021,2
대원레스피아1차,24500,2026,03,26,마전동,00000,84.8494,11
삼산타운2단지,59000,2026,03,26,삼산동,00000,84.98,22
동아,22700,2026,03,26,마전동,00000,59.98,20
학마을서해,30200,2026,03,26,병방동,00000,59.79,2
학마을한진,20700,2026,03,26,병방동,00000,49.77,3
범양파크,35000,2026,03,26,가좌동,00000,112.04,7
신동아파밀리에,39000,2026,03,26,이화동,00000,84.9401,9
동남,32500,2026,03,26,갈산동,00000,84.51,1
주공1단지,15550,2026,03,26,갈산동,00000,41.3,1
초정마을하나,35000,2026,03,26,용종동,00000,84.99,15
성지,11500,2026,03,26,효성동,00000,56.62,10
신성미소지움3단지,82000,2026,03,26,삼산동,00000,168.92,19
서해그랑블,49000,2026,03,26,삼산동,00000,84.97,12
검단신도시디에트르더펠리체,59000,2026,03,26,당하동,00000,84.7748,14
당하푸르지오,37500,2026,03,26,당하동,00000,84.943,1
뉴서울3차,24900,2026,03,26,효성동,00000,84.69,14
삼산타운2단지,51500,2026,03,26,삼산동,00000,84.98,2
삼산타운6단지,72500,2026,03,26,삼산동,00000,84.07,18
동남,26000,2026,03,26,심곡동,00000,84.84,12
대동,31700,2026,03,26,심곡동,00000,84.96,19
한아름,17300,2026,03,26,작전동,00000,59.76,3
동보,23500,2026,03,26,작전동,00000,60.0,7
현대3,24100,2026,03,25,효성동,00000,71.457,5
중앙하이츠,18000,2026,03,25,효성동,00000,59.98,14
삼산타운2단지,59000,2026,03,25,삼산동,00000,84.98,16
검암역로열파크씨티푸르지오2단지,51500,2026,03,25,백석동,00000,59.8599,2
우미린파크뷰1단지,48300,2026,03,25,당하동,00000,59.938,17
예미지더시그너스,54500,2026,03,25,당하동,00000,84.9886,8
삼우,14000,2026,03,25,임학동,00000,47.79,3
유호,17800,2026,03,25,임학동,00000,59.94,5
